ticketNumber,subject,description,createdTime,status,botResponse,kbSourcesCount,ticketSourcesCount,error
"13326","Inquiry About Purchasing a New Number for Callback Forwarding","We are currently using Mojo for outbound calling, and we’d like to clarify the process and cost of purchasing a new number within the system. <p style=""color: rgb(34, 34, 34); font-family: Arial, H","2026-02-04T14:17:55.000Z","Open","To purchase a new number in Mojo for callback forwarding, you'll need to contact Mojo support directly as this involves adding a subscription service to your account. Here's what you need to know about the process: **How to Get Started:** 1. Contact Mojo support to discuss purchasing an additional phone number 2. They'll help you set up the new number and configure callback forwarding 3. The cost will depend on your specific needs and current subscription **Callback Forwarding Setup:** Once you have the new number, callbacks can be forwarded to any number you specify - whether that's directly to one of your agents' phones or another designated line. This allows your agent to handle callbacks directly without them going through your main system. **Managing the Setup:** - You can change callback forwarding routing at any time - The system allows you to forward callbacks from your Mojo caller ID number to different destinations as needed - This gives you flexibility in how your team handles incoming responses I'd recommend reaching out to Mojo support directly to discuss pricing options and get the new number set up with the callback forwarding configuration that works best for your team's workflow.",5,2,
"13325","Printing Limit?","Hello, I just received the error saying I have reached the printing and email limit and I cannot use this feature for 15 minutes... I have been a client for many many years and have never seen this... Why is there a limit for me to acces","2026-02-04T13:27:25.000Z","Closed","Mojo has implemented rate limits on printing and email features to protect system performance and prevent abuse. When you hit the printing limit, you'll see an error message and need to wait 15 minutes before the feature becomes available again. This is a relatively new system-wide security measure that applies to all accounts, regardless of how long you've been a client. The limit isn't related to an additional cost - it's a temporary restriction that resets after the waiting period. The 15-minute cooldown period is designed to ensure fair usage across all users while maintaining system stability. After the waiting period expires, you'll be able to resume printing normally. If you're consistently hitting these limits during regular business operations, you may want to consider batching your printing activities or spreading them out throughout the day to avoid triggering the restriction.",5,2,
"13312","Emails Template","After creatinga new template, how can I send my self a test email to confirm what I'm sending out?","2026-02-03T21:22:30.000Z","Open","## How to Create Email Templates in Mojo ### Getting Started 1. Click the **menu button** on the bottom left 2. Choose **Settings** 3. Select **Email** from the left menu 4. Choose **Templates** (second option) 5. Click **New Template** ### Template Options You can either: - **Create from Scratch** - Build a completely custom template - **Use Pre-existing Layouts** - Start with a template and customize it ### Setting Up Your Template **Basic Information:** - **Label:** Enter a descriptive name for internal reference (make it easy to identify) - **Subject:** Create your email subject line - **Optional Elements:** - Add attachments - Include CC or BCC recipients - Add subject tags to auto-fill contact information ### Building Your Email Content **Text Content:** - Start with the default paragraph block - Click ""I'm a new Text block ready for your content"" to access the text editing toolbar - Use **Merge Tags** to automatically populate contact information (first name, last name, address, etc.) **Layout Customization:** - **Rows tab:** Choose different layout configurations - **Content tab:** Drag and drop content blocks including: - Title - Paragraph - Lists - Image - Button - Divider - Social Links - HTML - Video - Email Signature (automatically added at the bottom) **Design Settings:** - Adjust content area width - Set alignment preferences - Choose background color - Select default font ### Testing Your Template After creating your template, you can send a test email to yourself to verify how it looks and ensure everything displays correctly. ### Using Your Templates Once created, you can use these templates for: - Manual emails to individual contacts - Auto Send emails based on call results - Action Plan drip campaigns - Birthday emails - Appointment confirmations Your templates will save you time and ensure consistent messaging across all your email communications.",5,2,
"13324","Re:Re:[## 13303 ##] Dialer not working",,"2026-02-04T07:56:13.000Z","Open","I see you're referencing ticket #13303 regarding the dialer not working. To help troubleshoot this issue, I'll need more specific information about what's happening. Here are some common solutions for dialer connectivity issues: **Network Configuration Check:** Ensure these required network ports are open on your firewall: - Port 20708 (TCP/IP) - Port 20808 (TCP/IP) - Port 20718 (TCP/IP) - Port 20818 (TCP/IP) **Basic Troubleshooting Steps:** 1. **Connection Method**: Try both connection options: - Wait for the incoming call at your specified number (if using ""Call Me"" feature) - Call the provided phone number and enter your PIN when prompted 2. **Session Restart**: - End your current dialing session properly by clicking the Pause button - Start a fresh session through Data & Dialer > Power Dialer 3. **Network Reset**: - Restart your computer and network equipment - If using VPN/proxy, verify it's not blocking the required ports **What specific symptoms are you experiencing?** - Can't connect to the dialing server? - Calls not going through? - Audio quality issues? - Error messages appearing? Please provide more details about the exact problem so I can give you more targeted troubleshooting steps.",5,2,
"13323","Subscriptions","Hello, I am just writing in regards to my account yesterday. I do see double charges for everything. I am just starting out and was getting your dialer for myself but I think I am getting charged for two people, can you please look into this for me. <","2026-02-04T02:34:51.000Z","Closed","## Managing Your Mojo Subscriptions ### Accessing Your Subscriptions To view and manage your subscriptions: 1. Click the **Account** icon in the bottom left corner of Mojo 2. Select **Subscriptions** from the left navigation panel ### What You'll See Your Subscriptions page displays: - **Dialer Subscription** at the top showing your next bill date and total amount due - **Mojo Data and Caller ID subscriptions** at the bottom showing renewal dates, billing amounts, and status ### Managing Your Dialer Subscription **To add services:** - Click the **plus (+)** icon next to your subscription - Costs are prorated based on your current billing cycle **To remove services:** - Click the **minus (-)** icon next to your subscription - Changes take effect immediately with no prorated refund - **Best practice:** Wait until the day before your next bill date to remove services to maximize your paid time ### Managing Data & Caller ID Subscriptions - View renewal dates and billing amounts at the bottom of the page - Click **Unsubscribe** to cancel these services - For Recurring Payment Plans for Mojo Data, click **Manage Discount** ### Adding Agents/Users The number of agents you can add depends on your Mojo CRM login subscriptions: 1. Log in with the owner account 2. Select **Account** → **Subscriptions** 3. Click **Add** next to ""Mojo CRM (Users)"" 4. Enter the agent's unique email address 5. Assign Type, Call Recording, and Call Me features as needed 6. Click **Create** to confirm ### Important Notes - Data and Caller ID services have different billing terms than Dialer subscriptions - You can reassign features between agents without additional purchases - All subscription management must be done through your Mojo account interface",5,2,
"13321","Dialer Not Working","Hi Mojo Support Team, I recently canceled the dialer portion of my subscription but kept the Neighborhood Search and Agent features. I only had the dialer for about a week, and during that time I ran into ongoing call quality issues where people ha","2026-02-04T00:39:19.000Z","Open","I can help you troubleshoot dialer issues. Here are the most common solutions: ## Basic Troubleshooting Steps 1. **Check your browser compatibility** - Ensure you're using Google Chrome, Mozilla Firefox, Safari, or Microsoft Edge 2. **Clear browser cache and cookies** - This resolves most loading issues 3. **Verify microphone permissions** - Your browser needs access to your microphone to function properly 4. **Test your internet connection** - A stable connection is required for the dialer to work ## For Mojo Voice Users If you're using Mojo Voice ($30/month add-on): 1. **Check browser permissions** - Make sure your browser has microphone access enabled 2. **Test audio connections** - Use the audio test feature in the dialer settings 3. **Verify headset/microphone** - Ensure they're properly connected and working 4. **Check Mojo Voice settings** - You can enable/disable Mojo Voice before each session ## Connection Issues If the dialer won't load or connect: 1. **Try connecting via the ""Call Me"" feature** - Wait for an incoming call at your specified number 2. **Use the PIN method** - Call the provided number and enter your PIN when prompted 3. **Check your call settings** - Verify your Caller ID and other configurations are correct ## Audio Quality Problems If people can't hear you or you can't hear them: - Double-check headset and microphone connections - Test different audio devices - Ensure browser microphone permissions are enabled - Try refreshing the page and reconnecting What specific issue are you experiencing with the dialer? This will help me provide more targeted assistance.",5,2,
"13320","Tasks","1. When I try to use Mass Action via tasks or other option, none of the options become available 2. I want to delete ALL past tasks or follow up from 2016 to December 25th 2025. ---> Everything. It's all old stuff that wouldn't make sense anymore.","2026-02-04T00:33:03.000Z","Closed","## Understanding Tasks in Mojo Tasks in Mojo are activities that help you stay organized and manage your follow-up workflow. Here's how they work: ### What Are Tasks? Tasks are scheduled activities that appear in your **Mojo Calendar** alongside other activities like: - Follow-up calls - Appointments - Letters and labels - Birthdays - Home close date reminders ### Accessing Your Tasks 1. **Navigate to the Calendar** - Located in the top navigation bar 2. **View Today's Activities** - Tasks will appear in the ""Today's Activities Overview"" section on your landing screen 3. **Use the Activity Stream** - View all tasks in your activity center on the Home Screen ### Managing Tasks **Individual Task Management:** - Click on any task to: - Reschedule for a different time - Mark as completed - Add notes or additional information - Use the three dots on the far right to complete or delete tasks **Mass Task Actions:** - Select multiple tasks using checkboxes - Available bulk actions include: - Mark as complete - Assign to different person - Print tasks - Mass reschedule - Export tasks ### Task Priority System Tasks use a color-coding system for prioritization: - 🔴 **Red** - High Priority (immediate attention required) - 🟡 **Yellow** - Medium Priority - 🟢 **Green** - Low Priority You can sort tasks by priority in the Calendar view by clicking the Priority column header. ### Task Creation Through Action Plans Tasks can be automatically created as part of **Action Plans** - customizable follow-up sequences that help maintain consistent communication with contacts. When you assign an Action Plan to contacts, task steps are automatically scheduled and appear in your Calendar. Tasks help ensure you never miss important follow-up activities and keep your sales process organized and efficient.",5,2,
"13319","Deactivate account.",,"2026-02-04T00:00:55.000Z","Closed","To deactivate your Mojo account, you'll need to contact Mojo support directly. Account deactivation isn't something you can do yourself through the system. Here's how to get your account deactivated: **Contact Mojo Support:** - Call: 877-859-6656 - They'll be able to process your account deactivation request The support team will handle the deactivation process for you and can also answer any questions you might have about the process or your account status.",5,2,
"13315","old expireds","Hello, is it possible to get the list of old expireds for last year?","2026-02-03T21:57:19.000Z","Closed","Mojo's Expired Data service provides recent expired listings rather than historical data going back 18 months or a year. When you subscribe to Mojo Expired Data, you get access to premium off-market leads including Expired, Cancelled, and Withdrawn listings that are delivered directly to your system. The service focuses on current, actionable leads rather than older expired listings. If you're looking for older expired data (like listings from 6-18 months ago), you would need to contact Mojo support directly at 877-859-6656 to discuss what historical data options might be available, as this isn't part of the standard Expired Data subscription. To subscribe to Mojo's current Expired Data service: 1. Log into Mojo and click Leadstore in the top-left corner 2. Navigate to Data & Dialer > Data Services 3. Select Expireds from the available data service types 4. Click ""Subscribe"" and complete the setup process Your subscription activates immediately and will auto-renew based on your selected term (1, 3, 6, or 12 months).",5,2,
"13310","Re:[## 13303 ##] Dialer not working",,"2026-02-03T21:09:58.000Z","Closed","I can see you're having issues with your dialer not working. To help troubleshoot this problem, I'll need a bit more information about what specifically is happening. Here are some common solutions to try: **Network Connection Issues:** First, check that your network has the required ports open. The Mojo Dialer needs these specific ports to function properly: - Port 20708 (TCP/IP) - Port 20808 (TCP/IP) - Port 20718 (TCP/IP) - Port 20818 (TCP/IP) Make sure your firewall allows both inbound and outbound traffic on these ports. If you're using a VPN or proxy, verify it's not blocking these ports. **Basic Troubleshooting Steps:** 1. **Restart your session:** Try stopping your current dialing session and starting a new one 2. **Check your connection method:** Ensure you're properly connected to the dialing server by either: - Waiting for the incoming call at your specified number (if using ""Call Me"" feature) - Calling the provided phone number and entering your PIN when prompted 3. **Verify your settings:** Make sure your Power Dialer configuration is set up correctly with proper Caller ID and call settings **If the issue persists:** - Restart your computer and network equipment - Test your general internet connection - Contact your network administrator if you're on a business network Can you tell me more specifically what's happening? For example: - Are you unable to start a dialing session? - Is the dialer connecting but calls aren't going through? - Are you getting any specific error messages? This will help me provide more targeted assistance.",5,2,
"13308","Imported leads",,"2026-02-03T20:04:06.000Z","Closed","I can help you with importing leads into Mojo! Here's the complete process: ## How to Import Leads into Mojo **Step 1: Choose Your File** - Click the ""Choose File"" button - Locate your spreadsheet file on your computer - Select the file and click ""Open"" - Mojo accepts XLS, XLSX, and CSV file formats - Click ""Next"" to proceed **Step 2: Select Import Destination** You'll need to decide where to place your imported contacts: **Choose between:** - **Calling Lists** - For general collections of leads you haven't spoken to yet (used for mass calling actions) - **Groups** - For leads with specific qualifications like hot leads, warm leads, future follow-ups, or past clients that you have spoken to **You can either:** - Create a new list/group by clicking the plus sign in the top right corner, then clicking Save - Add to an existing list/group by selecting it from the displayed options **Optional Settings:** - Manager selection (only needed if you have multiple agents) - Other configuration options as needed ## File Format Requirements - Supported formats: .csv, .xls, .xlsx - Make sure your spreadsheet is properly formatted before importing ## Auto-Import Option If you work with data vendors, you can share your 10-Digit Posting Pin (found in your Account area) with compatible vendors like Redx, Vulcan7, My +Plus Leads, Cole Information, and others for direct lead posting without manual imports. Would you like help with any specific part of the import process or have questions about organizing your imported leads?",5,2,
"13307","Duplicate telephone numbers on his Mojo FSBOs","see video attached to ticket","2026-02-03T20:03:59.000Z","Open","To resolve duplicate telephone numbers in your Mojo FSBO leads, you can use Mojo's Find Duplicates feature: **How to Find and Remove Duplicates:** 1. **Access the Duplicate Finder:** - Log into Mojo and navigate to **Data and Dialer** - Select **""Find Duplicates""** from the options at the bottom of the page 2. **Set Your Search Parameters:** - Choose **phone number** as your matching criteria - Select your FSBO list specifically, or choose ""Entire Database"" if you want to check everything - Click the **Search** button to begin scanning 3. **Review and Manage the Results:** Once Mojo displays the identified duplicates, you have two options: **Option 1 - Link Records:** - Click the **chain icon** next to records you want to connect - This preserves both records while creating an association between them - If linked records are in the same calling list, Mojo will prevent duplicate calls to the same contact **Option 2 - Delete Duplicates:** - Click the **red X icon** next to any record you want to remove - This permanently deletes the selected record from your database - You can copy/paste important data from one record to the other before deleting if needed **Additional Search Options:** You can also search for duplicates by email, full name, or property address if you want to do a more comprehensive cleanup of your FSBO list. Regular duplicate management helps maintain data integrity and improves your calling efficiency by preventing you from calling the same number multiple times.",5,2,
"13290","Sessions Report","Hello, I am sorry to send in the same question, I am not sure if my other one was submitted as my computer lagged on me. I am reaching out in regards to why my dial count on my screen during my calling session than it is on the session r","2026-02-03T13:45:36.000Z","Closed","The Sessions Report is a powerful tool in Mojo for evaluating agent performance, especially in team environments. Here's what it provides: ## What the Sessions Report Shows The Sessions Report analyzes call results and time allocation with detailed breakdowns of: - **Total dialer time** - How long agents spent actively dialing - **Total talk time** - Actual conversation time with contacts - **Pause duration** - Time spent paused during sessions - **Call result frequency patterns** - Which outcomes are most common ## How to Access the Sessions Report 1. Go to the **Reports** section in the left menu bar 2. Select **Session Report** from the available options 3. Apply filters for specific agents or time frames as needed ## Important Note About Dial Counts If you're seeing discrepancies between the dial count displayed during your session versus what appears in the Sessions Report afterward, this is a known issue that can occur. The session display and final report may calculate dials differently due to various technical factors during the dialing process. The Sessions Report is particularly valuable for team managers who need to evaluate agent performance and identify areas for improvement in calling efficiency and results. Would you like help with accessing any specific aspects of the Sessions Report or understanding other performance metrics in Mojo?",5,2,
"13300","EXPIRED DATA","I have not received any expired data in over 2 weeks. Please explain as there has been multiple expired listings.","2026-02-03T17:26:28.000Z","Closed","# Mojo Expired Data Mojo Expired Data is a premium lead service that provides access to off-market property leads, including Expired, Cancelled, and Withdrawn listings, delivered directly to your Mojo Dialer. ## How It Works **Target Area Selection:** - Select up to a 50-mile radius (as the crow flies) within your MLS area - Choose specific cities/zip codes you want to target **Data Delivery:** - Get immediate historical data upon purchase (up to 12 months of current Expired and Off-Market data if available) - Receive automatic daily updates each morning - New data posts directly to your Properties list in the Data and Dialer section - Leads are automatically sorted into specific lists based on listing status **Smart Status Tracking:** - Your existing data is continually updated when listing statuses change - For example, if a property changes from Expired to Active, it automatically moves to an Active list ## Pricing $50 per month per MLS ## How to Subscribe 1. Navigate to **Leadstore** (click Leadstore on the left of the screen) 2. Select **Subscribe** next to Expired Data 3. Configure your area: - Choose your State - Select your MLS 4. Complete setup and payment ## Finding Your Data Your expired data will appear in the **Properties** section under Data and Dialer, organized into specific lists: - Expired calling list - Cancelled list - Withdrawn list ## Daily Updates Data pushes occur daily, typically around 7am in your local time (but can be later). If you subscribe after the daily push, you won't see new data until the following morning. This service keeps you ahead of competitors with up-to-date listing status changes, helping you maximize productivity and close more deals.",5,2,
"13306","Lists and dialer not loading","Lists were not loading, then one did, tried starting dialer but it was stuck in ""preparing"" tried to back out and it didn't stop had to hang up for it to let me out<img src=""https://desk.zoho.com/portal/api/uploads/edbsnc32e7d41bde1dd7176dcbe43e17b25a2e400af1b4314f017cf497c6d18f08e0a/content?po","2026-02-03T18:37:37.000Z","Closed","Here are the steps to resolve lists and dialer loading issues: ## Immediate Solutions **If you're stuck in ""preparing"" mode:** - Hang up the current session to force it to stop - Close your browser completely and reopen Mojo - This will clear any stuck processes ## Common Causes and Fixes **1. Large Data Volumes** - Lists with thousands of leads take longer to load, especially those with extensive notes or activity logs - Be patient with larger lists or consider creating smaller sublists **2. Browser Issues** - Update your browser to the latest version - Use Google Chrome with minimal extensions for best performance - Clear your browser cache and cookies, then restart **3. Internet Connection** - Check your internet connection speed and stability - Mojo is cloud-based, so slow connections cause loading delays **4. Cached Data Problems** - Close Mojo completely and reopen it fresh - Old cached data can cause loading issues ## If Problems Persist **Server Load Issues** If you've tried the above solutions and still experience problems, there may be temporary server load issues. These are usually brief and resolve automatically. **Need Immediate Help?** Call Mojo support at 877-859-6656 if the loading issues continue after trying these troubleshooting steps. Try clearing your browser cache first, then restart your session - this resolves most loading issues quickly.",5,2,
"13305","(No Subject)",,"2026-02-03T18:32:27.000Z","Closed","Hello! I'd be happy to help you with your Mojo Dialer question. It looks like your message didn't include a specific question or topic. Could you please let me know what you need assistance with? I can help you with things like: - Importing contacts and data - Setting up caller ID and voicemail - Managing activities and schedules - Account settings and photos - General Mojo Dialer functionality What would you like help with today?",5,2,
