ticketNumber,subject,description,createdTime,status,botResponse,kbSourcesCount,ticketSourcesCount,error
"13301","Mojo issues",,"2026-02-03T17:27:14.000Z","Open","I'd be happy to help you with your Mojo issues! To provide you with the most accurate solution, could you please be more specific about what problems you're experiencing? Here are some common issues and their solutions: **Caller ID Problems:** - Make sure Do Not Disturb and Ignore Unknown Callers are turned OFF on your phone - Caller ID must be verified before using the Mojo dialer - If verification calls go to voicemail, check your carrier settings and signal strength **Call Quality Issues:** - Turn off WiFi Calling and VoLTE/LTE on mobile phones - Use wired headsets instead of Bluetooth - Consider disabling Live Answer Beep in Settings if experiencing delays - For VoIP users, use wired Ethernet connections and business-grade providers **Browser/Display Problems:** - Use Google Chrome, Firefox, or Safari (other browsers aren't fully supported) - Clear your browser's cache and cookies **Connection Issues:** - Ensure network ports 20708, 20808, 20718, and 20818 (TCP/IP) are open on your firewall - Check VPN/proxy settings aren't blocking these ports **Integration Problems (Follow Up Boss):** - Check your API key and Stage/Smart List configurations in Settings → Integrations → Follow Up Boss What specific issue are you encountering? This will help me give you more targeted troubleshooting steps.",5,2,
"13326","Inquiry About Purchasing a New Number for Callback Forwarding","We are currently using Mojo for outbound calling, and we’d like to clarify the process and cost of purchasing a new number within the system. <p style=""color: rgb(34, 34, 34); font-family: Arial, H","2026-02-04T14:17:55.000Z","Open","I understand you want to purchase an additional number in Mojo and set up call forwarding so callbacks go to a separate number for one of your agents to answer directly. Unfortunately, I don't have the specific pricing information or detailed setup instructions for purchasing additional numbers and configuring callback forwarding in the knowledge base materials available to me. For accurate pricing and to understand the full process of: - Purchasing an additional number in Mojo - Configuring callback forwarding to route to a specific agent's number - Any setup requirements or limitations I'd recommend contacting Mojo support directly. They'll be able to provide you with current pricing, walk you through the configuration options, and ensure the forwarding setup meets your specific needs for having callbacks handled by your designated agent. You can reach support through your Mojo account or contact them directly for this type of account and billing inquiry.",5,2,
"13325","Printing Limit?","Hello, I just received the error saying I have reached the printing and email limit and I cannot use this feature for 15 minutes... I have been a client for many many years and have never seen this... Why is there a limit for me to acces","2026-02-04T13:27:25.000Z","Closed","This printing and email limit is a system safeguard that Mojo has in place to prevent excessive automated requests that could impact server performance. When you hit this limit, you'll need to wait 15 minutes before you can use the printing or email features again. This isn't related to any additional costs or restrictions on accessing your paid data - it's purely a technical limit to maintain system stability. The limit resets automatically after the 15-minute cooldown period, and then you can resume using these features normally. Since you mentioned you've been a long-time client and haven't seen this before, it's possible that: - You may have been doing more printing/emailing than usual in a short timeframe - The system limits may have been recently implemented or adjusted - There could have been multiple rapid requests that triggered the safeguard The good news is this is temporary - just wait out the 15 minutes and you'll be able to continue accessing and printing your data as normal. If you continue to hit this limit frequently, you might want to space out your printing and email activities to avoid triggering the safeguard.",5,2,
"13312","Emails Template","After creatinga new template, how can I send my self a test email to confirm what I'm sending out?","2026-02-03T21:22:30.000Z","Open","After creating your email template in Mojo, you can send yourself a test email to preview how it will look: ## How to Send a Test Email 1. **Complete your template creation** - Make sure you've finished building your email template with all the content, formatting, and merge tags you want 2. **Use the Preview and Test feature** - At the bottom of the template creation screen, you'll see options to: - **Preview** your template to see how it displays - **Send a test email** to verify everything looks correct 3. **Send the test** - Click the test email option and enter your own email address to receive a sample of exactly what your contacts will see This test email will show you: - How your subject line appears - How merge tags populate (or appear as placeholders) - The overall layout and formatting - How images and other content blocks display - Whether your email signature appears correctly Testing your templates before using them in campaigns or auto-send features ensures your emails look professional and all elements are working properly.",5,2,
"13324","Re:Re:[## 13303 ##] Dialer not working",,"2026-02-04T07:56:13.000Z","Open","I see you're experiencing issues with the dialer not working. To help troubleshoot this problem, I'll need more specific information about what's happening. Here are some common solutions to try: **Network Connection Issues:** First, check if your network ports are properly configured. The Mojo Dialer requires these specific ports to be open: - Port 20708 (TCP/IP) - Port 20808 (TCP/IP) - Port 20718 (TCP/IP) - Port 20818 (TCP/IP) Make sure your firewall allows both inbound and outbound traffic on these ports. If you're using a VPN or proxy, verify it's not blocking these ports. **Basic Troubleshooting Steps:** 1. Restart your computer and network equipment 2. Check your internet connection stability 3. Try refreshing your browser or restarting the application 4. Ensure you've completed the initial setup requirements: - Account subscription is active - Dialer settings are configured - Contact data has been imported **Connection Methods:** When starting a dialing session, you can connect using: - Wait for an incoming call (if using ""Call Me"" feature) - Call the provided number and enter your PIN Could you provide more details about: - What specific error messages you're seeing? - At what point the dialer stops working (during setup, while dialing, etc.)? - Whether this started recently or has been ongoing? - What device/browser you're using? This information will help pinpoint the exact cause and solution.",5,2,
"13323","Subscriptions","Hello, I am just writing in regards to my account yesterday. I do see double charges for everything. I am just starting out and was getting your dialer for myself but I think I am getting charged for two people, can you please look into this for me. <","2026-02-04T02:34:51.000Z","Closed","I can help you with both of your subscription questions. **Regarding Double Charges:** It sounds like you may have multiple dialer licenses on your account when you only need one. To check and manage your subscriptions: 1. Click the Account icon in the bottom left corner of Mojo 2. Select ""Subscriptions"" from the left navigation panel 3. Review your Dialer Subscription section at the top of the page If you see more licenses than you need, you can remove the extra ones by clicking the minus (-) icon next to your subscription. Keep in mind that changes take effect immediately with no prorated refund, so you might want to wait until just before your next bill date to maximize your paid time. **Regarding Dialer Subscription Activation:** Your dialer subscription should be active as soon as it's purchased, regardless of whether you've assigned it to yourself yet. The subscription gives you access to the dialer functionality - you don't need to specifically ""assign"" it to activate it. To start using your dialer: 1. Make sure you've completed your account setup and imported your data 2. Select the contacts you want to call (Property List, Calling List, or Group) 3. Click the Power Dialer button to begin If you're still seeing double charges or having issues accessing your dialer after checking your subscriptions page, I'd recommend creating a support ticket so our billing team can review your specific account details and resolve any billing discrepancies.",5,2,
"13321","Dialer Not Working","Hi Mojo Support Team, I recently canceled the dialer portion of my subscription but kept the Neighborhood Search and Agent features. I only had the dialer for about a week, and during that time I ran into ongoing call quality issues where people ha","2026-02-04T00:39:19.000Z","Open","I understand you're requesting a refund for the dialer portion of your subscription due to call quality issues where people had trouble hearing you during calls. For refund requests, you'll need to contact our billing department directly as they handle all subscription and refund matters. You can reach them by: 1. **Email**: Send your refund request to our billing support team 2. **Phone**: Call our main support line and ask to be transferred to billing 3. **Account Portal**: Log into your Mojo account and submit a support ticket specifically for billing/refund issues When you contact billing, make sure to include: - Your account email (DannyAzadRE@gmail.com) - The specific time period you used the dialer (about one week) - Details about the call quality issues you experienced - Confirmation that you've already canceled the dialer portion Regarding the call quality issues you experienced - if you ever decide to try the dialer again in the future, those types of audio problems can often be resolved by checking your internet connection, using a headset, or adjusting your device's audio settings. There's also the new Mojo Voice feature which provides a dedicated browser-based connection that may offer better call quality. The billing team will be able to review your account and determine what options are available for your refund request.",5,2,
"13320","Tasks","1. When I try to use Mass Action via tasks or other option, none of the options become available 2. I want to delete ALL past tasks or follow up from 2016 to December 25th 2025. ---&gt; Everything. It's all old stuff that wouldn't make sense anymore.","2026-02-04T00:33:03.000Z","Closed","I can help you with both of these task-related issues: ## Issue 1: Mass Actions Not Available When Mass Action options aren't appearing, this is typically a selection issue. Here's how to resolve it: 1. **Select items first**: You need to select the tasks/items you want to perform mass actions on by checking the boxes next to them 2. **Look for the Mass Actions area**: Once items are selected, the mass action options should become available 3. **Check your view**: Make sure you're in the correct view where mass actions are supported ## Issue 2: Deleting All Old Tasks and Follow-ups (2016 to December 25th, 2025) To delete all your old tasks and follow-ups in bulk: 1. **Go to your Calendar section** (top navigation bar) 2. **Set your date range**: Use the calendar tool to select the date range from 2016 to December 25th, 2025 3. **Filter your view**: - Check the boxes for ""Tasks"" and ""Follow-Up Calls"" to display them - You can use ""Past"" and ""Future"" quick selection buttons to help narrow down the range 4. **Select all items**: Use the checkboxes to select the tasks and follow-ups you want to delete 5. **Use Mass Actions**: Once selected, you should see mass action options including the ability to delete the selected items If you're still not seeing the mass action options after selecting items, try refreshing the page or switching between different calendar views (list view vs calendar view) to see if the options appear. For such a large date range and volume of items, you may need to work in smaller batches to avoid system timeouts.",5,2,
"13319","Deactivate account.",,"2026-02-04T00:00:55.000Z","Closed","I understand you'd like to deactivate your Mojo account. To process account deactivation, you'll need to contact Mojo support directly since this requires administrative access to your account settings. Here's how to get your account deactivated: **Contact Mojo Support:** - Phone: 877-859-6656 - Email through your support portal at mojodialersupport.mojosells.com When you contact them, simply let them know you want to deactivate your account. The support team will be able to process this request for you and handle any final account details. Is there anything specific about your Mojo experience that led to this decision, or any questions about the deactivation process I can help clarify?",5,2,
"13315","old expireds","Hello, is it possible to get the list of old expireds for last year?","2026-02-03T21:57:19.000Z","Closed","Yes, it is possible to get old expired listings from last year. When you subscribe to Mojo's expired listings service, you can access expired listings that are up to 18 months old. Here's what you need to know: **If you already have an expired subscription:** - Old expireds should be included with your current subscription - You can access listings going back up to 18 months **If you don't have an expired subscription yet:** - You'll need to subscribe to the expired listings service first - Once subscribed, you'll have access to both current and historical expired listings up to 18 months old **To access your expired listings:** 1. Go to your homepage top navigation bar 2. Click on ""Expired Leads"" 3. You should see your available expired listings data If you're having trouble finding the old expired listings in your account after subscribing, or if you need help setting up the subscription, you can contact Mojo support at 877-859-6656 for assistance with accessing your historical expired data.",5,2,
"13310","Re:[## 13303 ##] Dialer not working",,"2026-02-03T21:09:58.000Z","Closed","I see you're experiencing issues with the dialer not working. To help troubleshoot this issue, I need a bit more information about what specifically isn't working. Here are some common solutions to try: **First, check your network connectivity:** The Mojo Dialer requires specific network ports to be open. Make sure these TCP/IP ports are accessible: - 20708 - 20808 - 20718 - 20818 If you're behind a firewall, VPN, or using a router, ensure these ports aren't being blocked. **Basic troubleshooting steps:** 1. **Restart your computer and network equipment** after making any network changes 2. **Check your internet connection** to rule out general connectivity issues 3. **Verify firewall settings** - ensure no security software is blocking the required ports 4. **Test different connection methods** when starting your dialing session **When starting a dialing session, try:** - Using the ""Call Me"" feature if you have it enabled - Calling the provided phone number and entering your PIN when prompted **If you're having trouble connecting to the dialing server:** - Make sure you've completed your account subscription configuration - Verify your dialer settings are properly configured - Ensure your data has been imported to your Mojo account Could you provide more specific details about: - What exactly happens when you try to use the dialer? - Are you getting any error messages? - At what point does it stop working (during setup, connection, or during calls)? This will help me give you more targeted assistance.",5,2,
"13308","Imported leads",,"2026-02-03T20:04:06.000Z","Closed","I can help you with importing leads into Mojo! Here's the complete process: ## How to Import Leads into Mojo ### Step 1: Choose Your File - Click the **Choose File** button - Locate your spreadsheet on your computer - Mojo accepts **XLS, XLSX, and CSV** file formats - Select the file and click **Open** - Click **Next** to proceed ### Step 2: Select Import Destination You'll need to decide where to place your imported leads: **Choose between:** - **Calling Lists** - For general collections of leads you haven't spoken to yet - **Groups** - For leads with specific qualifications (hot leads, warm leads, future follow-ups, past clients) that you have spoken to **Options:** - Create a new list/group by clicking the plus sign in the top right corner, then click Save - Add to an existing list/group by selecting it from the displayed options ### File Format Support Mojo supports importing: - .csv (Comma Separated Values) - .xls (Microsoft Excel 97-2003) - .xlsx (Microsoft Excel) ### Alternative: Auto-Posting from Data Vendors If you work with compatible data vendors, they can post leads directly to your Mojo system using your 10-Digit Posting Pin (found in your Account area). Compatible vendors include The Redx, Vulcan7, My +Plus Leads, Cole Information, Telelisting, and others. Do you need help with any specific part of the import process or have questions about organizing your imported leads?",5,2,
"13307","Duplicate telephone numbers on his Mojo FSBOs","see video attached to ticket","2026-02-03T20:03:59.000Z","Open","I understand you're seeing duplicate telephone numbers in your Mojo FSBO data. This is a data quality issue that needs to be addressed. Since you've already attached a video showing the duplicate numbers, here are the steps to resolve this: **Immediate Actions:** 1. **Remove Duplicates**: In your Data and Dialer screen, select your FSBO list, then use the mass actions feature to identify and remove duplicate phone numbers 2. **Contact Support**: Since this appears to be a data feed issue with your FSBO subscription, you should contact Mojo support directly with your video evidence so they can: - Investigate the data source - Clean up the current duplicates - Prevent future duplicates from appearing **To Prevent Future Duplicates:** - When importing any new data, Mojo typically checks for duplicates, but subscription data feeds like FSBOs may need special handling - Ask support to implement duplicate checking on your FSBO data feed **Temporary Workaround:** While waiting for a permanent fix, you can manually remove duplicates by: 1. Going to your FSBO calling list in Data and Dialer 2. Sorting by phone number to easily identify duplicates 3. Using the checkboxes to select duplicate entries 4. Using the delete action to remove them Since you've provided video documentation, support should be able to quickly identify and resolve the root cause of why your FSBO data feed is creating duplicates.",5,2,
"13290","Sessions Report","Hello, I am sorry to send in the same question, I am not sure if my other one was submitted as my computer lagged on me. I am reaching out in regards to why my dial count on my screen during my calling session than it is on the session r","2026-02-03T13:45:36.000Z","Closed","Hi Nicholas, I understand your confusion about the discrepancy between the dial count shown during your session (315) and what appears in the session report (680). This is actually a common question. The difference you're seeing is likely due to how Mojo counts dials in different contexts: **During your session**, the counter typically shows: - Contacts you've actually connected with or attempted to reach - Successful dial attempts that went through **In the session report**, the count includes: - All dial attempts, including busy signals, disconnected numbers, and network retries - Multiple attempts to the same number if using features like Call Hammer - System-level dial attempts that may not have been visible during your active session The session report provides a more comprehensive view of all dialing activity that occurred during your session, which is why the number is typically higher than what you see on your screen during active dialing. This discrepancy is normal system behavior and doesn't indicate any issues with your dialing session or reporting accuracy. Both numbers are correct - they're just measuring different aspects of your dialing activity. If you have specific questions about interpreting your session reports or want to understand exactly what activities are being counted, I'd be happy to help explain further.",5,2,
"13300","EXPIRED DATA","I have not received any expired data in over 2 weeks. Please explain as there has been multiple expired listings.","2026-02-03T17:26:28.000Z","Closed","Here are the most common reasons why you haven't received expired data in over 2 weeks: ## Check Data Delivery Schedule Expired data pushes occur daily around 7am in your local time zone, but can sometimes be later. If you're not seeing any data for 2+ weeks, this suggests a different issue. ## Verify Your Data Location Make sure you're looking in the correct location: - Go to the **Data and Dialer** section - Check the **Properties** lists - Look specifically in the **Expired**, **Cancelled**, and **Withdrawn** lists - Try refreshing your browser ## Confirm Your Subscription Status Your recurring payment may have failed: - Check if your payment information is current - Verify your subscription is still active - Update payment details if necessary to resume data delivery ## Verify MLS Selection This is a critical issue that could explain no data: - Confirm you selected the correct MLS during initial setup - If you chose the wrong MLS, your selected cities/zip codes won't align with available data - Double-check your MLS settings in your account ## Service Area Limitations Remember that Mojo Expired Data: - Works within a 50-mile radius of your MLS area - Only provides data for your specific MLS region - Updates existing listings when their status changes If you've verified all these items and still aren't seeing any expired data after 2 weeks, you should contact Mojo support directly for account-specific troubleshooting, as there may be a technical issue with your data feed.",5,2,
"13306","Lists and dialer not loading","Lists were not loading, then one did, tried starting dialer but it was stuck in ""preparing"" tried to back out and it didn't stop had to hang up for it to let me out<img src=""https://desk.zoho.com/portal/api/uploads/edbsnc32e7d41bde1dd7176dcbe43e17b25a2e400af1b4314f017cf497c6d18f08e0a/content?po","2026-02-03T18:37:37.000Z","Closed","This sounds like a temporary system loading issue. Here are the steps to resolve this: **Immediate Solutions:** 1. **Refresh your browser** - Close and reopen your browser tab or do a hard refresh (Ctrl+F5 on PC, Cmd+Shift+R on Mac) 2. **Clear browser cache and cookies** - This often resolves loading and stuck preparation issues 3. **Try a different browser** - Sometimes browser-specific issues can cause these problems 4. **Check your internet connection** - Slow or unstable connections can cause the dialer to get stuck in ""preparing"" **If the issue persists:** 1. **Log out completely** from your Mojo account and log back in 2. **Wait a few minutes** before trying to start the dialer again - sometimes the system needs time to reset 3. **Try accessing a different list first** to see if the issue is list-specific or system-wide **To prevent getting stuck again:** - Wait for lists to fully load before selecting them (the list should turn green when properly selected) - Don't click the Start Power Dialer button multiple times if it seems slow to respond - If the dialer gets stuck in ""preparing,"" close the browser tab immediately rather than trying to navigate away If you continue experiencing loading issues with lists or the dialer getting stuck, this may indicate a broader system issue that would require technical support assistance.",5,2,
"13305","(No Subject)",,"2026-02-03T18:32:27.000Z","Closed","I'd be happy to help you with Mojo Dialer! It looks like your message didn't include a specific question. Could you please let me know what you need assistance with? I can help you with topics like: - Importing contacts and data - Setting up caller ID and voicemail - Managing activities and schedules - Account settings and photos - Creating calling lists and groups - Any other Mojo Dialer features Just let me know what you'd like help with!",5,2,
"13303","Dialer not working","power dialer configuration problem also not getting sounds or voice please resolve this issue assap","2026-02-03T17:36:49.000Z","Closed","I can help you troubleshoot these Power Dialer issues. Let's address both the configuration problem and the audio issues: ## Audio/Voice Issues First, let's fix the sound problem: **Check Your Network Ports** Your firewall or network may be blocking the required ports. Ensure these TCP ports are open: - 20708 - 20808 - 20718 - 20818 **Network Troubleshooting Steps:** 1. Check your firewall settings - allow both inbound and outbound traffic on these ports 2. If using a router, verify port forwarding is configured correctly 3. If on VPN/proxy, ensure it's not blocking these ports 4. Restart your computer and network equipment after making changes ## Power Dialer Configuration **Before Starting a Session, Verify:** 1. Your account subscription is properly configured 2. Dialer settings are set up correctly 3. Your data has been imported to your Mojo account **To Start a Proper Calling Session:** 1. Go to Data & Dialer section 2. Select your target Property List, Calling List, or Group 3. Click the green Power Dialer button 4. Configure your settings: - Select Caller ID - Choose voicemail message - Set number of lines - Set ring count (6-7 rings recommended) 5. Choose your calling mode 6. Click Start Dialing **Connect to the Server:** - Wait for incoming call at your specified number, OR - Call the provided phone number and enter your PIN If you're still experiencing issues after checking these items, the problem may be with your internet connection or network administrator settings. Contact your IT support or internet service provider if the port configuration doesn't resolve the audio issues.",5,2,
